url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,menu_item,listed_in(type),listed_in(city)
http://zomato.com/296,Address 296,Restaurant 296,No,Yes,4.6/5,4164,9876543296,Jayanagar,Dessert Parlor,"Pasta, Pizza",South Indian,800,[],[],Cafes,Jayanagar
http://zomato.com/297,Address 297,Restaurant 297,Yes,Yes,4.2/5,2346,9876543297,Indiranagar,Buffet,"Pasta, Pizza","Chinese, Beverages",400,[],[],Cafes,JP Nagar
http://zomato.com/298,Address 298,Restaurant 298,Yes,Yes,NEW,4897,9876543298,HSR,Cafe,"Pasta, Pizza",Desserts,2000,[],[],Cafes,Marathahalli
http://zomato.com/299,Address 299,Restaurant 299,No,No,3.6/5,2250,9876543299,Indiranagar,Buffet,"Pasta, Pizza","Mexican, Beverages, South Indian",200,[],[],Cafes,HSR
http://zomato.com/300,Address 300,Restaurant 300,Yes,Yes,2.9/5,60,987654320,Jayanagar,Bakery,"Pasta, Pizza","Desserts, Mughlai",1000,[],[],Other,Indiranagar
http://zomato.com/301,Address 301,Restaurant 301,Yes,No,4.7/5,3010,987654321,Jayanagar,Buffet,"Pasta, Pizza","Desserts, Fast Food, Beverages",2000,[],[],Cafes,Marathahalli
http://zomato.com/302,Address 302,Restaurant 302,Yes,Yes,2.7/5,3901,987654322,HSR,Delivery,"Pasta, Pizza",Chinese,1000,[],[],Other,Indiranagar
http://zomato.com/303,Address 303,Restaurant 303,No,No,NEW,1337,987654323,Whitefield,Delivery,"Pasta, Pizza","Beverages, Desserts",2000,[],[],Dining,Whitefield
http://zomato.com/304,Address 304,Restaurant 304,No,No,4.0/5,1184,987654324,Jayanagar,Cafe,"Pasta, Pizza",Fast Food,400,[],[],Dining,Indiranagar
http://zomato.com/305,Address 305,Restaurant 305,Yes,Yes,3.1/5,4426,987654325,JP Nagar,Buffet,"Pasta, Pizza","Continental, Desserts",3000,[],[],Other,Whitefield
http://zomato.com/306,Address 306,Restaurant 306,No,No,4.0/5,1551,987654326,Marathahalli,Casual Dining,"Pasta, Pizza","South Indian, Chinese",1500,[],[],Cafes,Marathahalli
http://zomato.com/307,Address 307,Restaurant 307,No,No,5.0/5,4433,987654327,Marathahalli,Casual Dining,"Pasta, Pizza",Italian,3000,[],[],Other,Koramangala 5th Block
http://zomato.com/308,Address 308,Restaurant 308,No,Yes,4.2/5,1629,987654328,Koramangala 5th Block,Quick Service Restaurant,"Pasta, Pizza","Fast Food, Italian, Mexican",600,[],[],Cafes,BTM
http://zomato.com/309,Address 309,Restaurant 309,No,No,3.6/5,1327,987654329,BTM,Dessert Parlor,"Pasta, Pizza",Fast Food,400,[],[],Cafes,Jayanagar
http://zomato.com/310,Address 310,Restaurant 310,No,Yes,4.2/5,1526,9876543210,Jayanagar,Bakery,"Pasta, Pizza","Desserts, South Indian",800,[],[],Other,Koramangala 5th Block
http://zomato.com/311,Address 311,Restaurant 311,Yes,No,2.8/5,1673,9876543211,Jayanagar,Dessert Parlor,"Pasta, Pizza","Mughlai, South Indian",600,[],[],Other,BTM
http://zomato.com/312,Address 312,Restaurant 312,No,Yes,4.3/5,1361,9876543212,JP Nagar,Buffet,"Pasta, Pizza","North Indian, Chinese",800,[],[],Cafes,Whitefield
http://zomato.com/313,Address 313,Restaurant 313,Yes,Yes,3.2/5,1573,9876543213,Indiranagar,Dessert Parlor,"Pasta, Pizza","North Indian, Mughlai",1000,[],[],Other,JP Nagar
http://zomato.com/314,Address 314,Restaurant 314,Yes,No,NEW,2686,9876543214,Indiranagar,Quick Service Restaurant,"Pasta, Pizza",South Indian,200,[],[],Cafes,JP Nagar
http://zomato.com/315,Address 315,Restaurant 315,No,No,NEW,4370,9876543215,Marathahalli,Dessert Parlor,"Pasta, Pizza",Mughlai,2000,[],[],Other,Koramangala 5th Block
http://zomato.com/316,Address 316,Restaurant 316,Yes,No,3.0/5,2366,9876543216,Marathahalli,Cafe,"Pasta, Pizza",Italian,800,[],[],Dining,JP Nagar
http://zomato.com/317,Address 317,Restaurant 317,Yes,No,3.1/5,3757,9876543217,Whitefield,Quick Service Restaurant,"Pasta, Pizza",Mughlai,1000,[],[],Cafes,Whitefield
http://zomato.com/318,Address 318,Restaurant 318,Yes,No,2.7/5,2434,9876543218,HSR,Cafe,"Pasta, Pizza","Desserts, Beverages, Mexican",400,[],[],Dining,Marathahalli
http://zomato.com/319,Address 319,Restaurant 319,No,Yes,2.7/5,1993,9876543219,BTM,Buffet,"Pasta, Pizza",Fast Food,800,[],[],Other,Jayanagar
http://zomato.com/320,Address 320,Restaurant 320,No,No,3.1/5,869,9876543220,JP Nagar,Quick Service Restaurant,"Pasta, Pizza","North Indian, Fast Food, Mughlai",3000,[],[],Dining,HSR
http://zomato.com/321,Address 321,Restaurant 321,Yes,Yes,4.7/5,1014,9876543221,HSR,Buffet,"Pasta, Pizza","Beverages, South Indian",1000,[],[],Other,Indiranagar
http://zomato.com/322,Address 322,Restaurant 322,No,Yes,3.8/5,1911,9876543222,HSR,Buffet,"Pasta, Pizza",Mughlai,200,[],[],Cafes,Whitefield
http://zomato.com/323,Address 323,Restaurant 323,No,No,3.3/5,602,9876543223,Koramangala 5th Block,Dessert Parlor,"Pasta, Pizza",South Indian,2000,[],[],Other,BTM
http://zomato.com/324,Address 324,Restaurant 324,No,Yes,5.0/5,3821,9876543224,HSR,Cafe,"Pasta, Pizza","North Indian, Italian, South Indian",800,[],[],Other,HSR
http://zomato.com/325,Address 325,Restaurant 325,No,Yes,3.9/5,690,9876543225,Koramangala 5th Block,Buffet,"Pasta, Pizza","Mughlai, Italian, Chinese",1500,[],[],Cafes,Whitefield
http://zomato.com/326,Address 326,Restaurant 326,Yes,Yes,3.7/5,493,9876543226,HSR,Cafe,"Pasta, Pizza","Desserts, Mughlai, Beverages",1000,[],[],Other,Indiranagar
http://zomato.com/327,Address 327,Restaurant 327,Yes,Yes,NEW,489,9876543227,JP Nagar,Cafe,"Pasta, Pizza","Fast Food, Italian, Mexican",800,[],[],Cafes,Indiranagar
http://zomato.com/328,Address 328,Restaurant 328,No,No,4.9/5,2556,9876543228,Koramangala 5th Block,Quick Service Restaurant,"Pasta, Pizza","Desserts, Mexican, Mughlai",200,[],[],Other,Jayanagar
http://zomato.com/329,Address 329,Restaurant 329,No,Yes,4.2/5,4485,9876543229,Indiranagar,Delivery,"Pasta, Pizza","Mexican, Beverages",2000,[],[],Cafes,Jayanagar
http://zomato.com/330,Address 330,Restaurant 330,Yes,No,3.8/5,294,9876543230,Koramangala 5th Block,Dessert Parlor,"Pasta, Pizza","Beverages, Continental, Mughlai",800,[],[],Dining,Jayanagar
http://zomato.com/331,Address 331,Restaurant 331,Yes,No,NEW,4027,9876543231,Koramangala 5th Block,Buffet,"Pasta, Pizza",Continental,800,[],[],Other,JP Nagar
http://zomato.com/332,Address 332,Restaurant 332,No,Yes,4.4/5,2843,9876543232,JP Nagar,Cafe,"Pasta, Pizza","Desserts, Mexican",2000,[],[],Other,BTM
http://zomato.com/333,Address 333,Restaurant 333,Yes,No,4.2/5,2912,9876543233,JP Nagar,Bakery,"Pasta, Pizza","Fast Food, Continental, Chinese",1500,[],[],Other,BTM
http://zomato.com/334,Address 334,Restaurant 334,No,No,4.8/5,1717,9876543234,Koramangala 5th Block,Delivery,"Pasta, Pizza",North Indian,1000,[],[],Cafes,Whitefield
http://zomato.com/335,Address 335,Restaurant 335,No,No,3.5/5,2596,9876543235,BTM,Buffet,"Pasta, Pizza","Chinese, Beverages",600,[],[],Other,Marathahalli
http://zomato.com/336,Address 336,Restaurant 336,Yes,Yes,5.0/5,4744,9876543236,Jayanagar,Bakery,"Pasta, Pizza",Mexican,3000,[],[],Cafes,Indiranagar
http://zomato.com/337,Address 337,Restaurant 337,Yes,No,3.8/5,1873,9876543237,BTM,Dessert Parlor,"Pasta, Pizza",Mughlai,2000,[],[],Other,Whitefield
http://zomato.com/338,Address 338,Restaurant 338,No,No,3.8/5,4663,9876543238,JP Nagar,Dessert Parlor,"Pasta, Pizza","Beverages, Fast Food",800,[],[],Dining,HSR
http://zomato.com/339,Address 339,Restaurant 339,No,No,2.7/5,3258,9876543239,BTM,Cafe,"Pasta, Pizza","Beverages, Mexican",600,[],[],Other,Whitefield
http://zomato.com/340,Address 340,Restaurant 340,Yes,Yes,2.8/5,2817,9876543240,BTM,Cafe,"Pasta, Pizza","Mughlai, Beverages, Chinese",400,[],[],Dining,BTM
http://zomato.com/341,Address 341,Restaurant 341,No,No,4.5/5,444,9876543241,Whitefield,Buffet,"Pasta, Pizza","Mughlai, Desserts",800,[],[],Cafes,Jayanagar
http://zomato.com/342,Address 342,Restaurant 342,Yes,Yes,2.6/5,3641,9876543242,Whitefield,Quick Service Restaurant,"Pasta, Pizza","Chinese, Continental, Mexican",600,[],[],Dining,Jayanagar
http://zomato.com/343,Address 343,Restaurant 343,No,Yes,3.2/5,4458,9876543243,Indiranagar,Delivery,"Pasta, Pizza","Fast Food, Beverages",400,[],[],Other,Whitefield
http://zomato.com/344,Address 344,Restaurant 344,Yes,Yes,2.7/5,741,9876543244,HSR,Buffet,"Pasta, Pizza",Mughlai,1500,[],[],Other,BTM
http://zomato.com/345,Address 345,Restaurant 345,Yes,Yes,3.9/5,2041,9876543245,Koramangala 5th Block,Delivery,"Pasta, Pizza",Continental,1000,[],[],Cafes,BTM
http://zomato.com/346,Address 346,Restaurant 346,Yes,Yes,3.5/5,679,9876543246,Jayanagar,Cafe,"Pasta, Pizza","Chinese, Mughlai",800,[],[],Other,BTM
http://zomato.com/347,Address 347,Restaurant 347,No,Yes,4.0/5,2467,9876543247,Indiranagar,Dessert Parlor,"Pasta, Pizza",Chinese,1000,[],[],Other,Jayanagar
http://zomato.com/348,Address 348,Restaurant 348,No,No,4.8/5,3697,9876543248,Koramangala 5th Block,Cafe,"Pasta, Pizza","Desserts, Beverages",400,[],[],Cafes,BTM
http://zomato.com/349,Address 349,Restaurant 349,Yes,Yes,5.0/5,1358,9876543249,BTM,Dessert Parlor,"Pasta, Pizza","Beverages, Chinese, Italian",1000,[],[],Cafes,JP Nagar
http://zomato.com/350,Address 350,Restaurant 350,No,No,3.0/5,62,9876543250,JP Nagar,Buffet,"Pasta, Pizza",Mexican,1000,[],[],Dining,Indiranagar
http://zomato.com/351,Address 351,Restaurant 351,Yes,No,2.8/5,2559,9876543251,Whitefield,Dessert Parlor,"Pasta, Pizza","Italian, Continental, Mexican",2000,[],[],Cafes,HSR
http://zomato.com/352,Address 352,Restaurant 352,Yes,Yes,3.5/5,3769,9876543252,Marathahalli,Cafe,"Pasta, Pizza",Beverages,200,[],[],Other,BTM
http://zomato.com/353,Address 353,Restaurant 353,No,No,4.7/5,4351,9876543253,Jayanagar,Casual Dining,"Pasta, Pizza",Beverages,400,[],[],Cafes,Whitefield
http://zomato.com/354,Address 354,Restaurant 354,No,No,4.5/5,134,9876543254,BTM,Delivery,"Pasta, Pizza",Mexican,1000,[],[],Other,Indiranagar
http://zomato.com/355,Address 355,Restaurant 355,Yes,No,2.7/5,3644,9876543255,Marathahalli,Bakery,"Pasta, Pizza","South Indian, Beverages",3000,[],[],Dining,JP Nagar
http://zomato.com/356,Address 356,Restaurant 356,No,No,2.9/5,4970,9876543256,Whitefield,Dessert Parlor,"Pasta, Pizza","Mughlai, North Indian, Continental",600,[],[],Cafes,HSR
http://zomato.com/357,Address 357,Restaurant 357,No,Yes,3.4/5,4917,9876543257,BTM,Dessert Parlor,"Pasta, Pizza",South Indian,400,[],[],Other,Jayanagar
http://zomato.com/358,Address 358,Restaurant 358,Yes,No,4.1/5,2135,9876543258,HSR,Casual Dining,"Pasta, Pizza","Mexican, South Indian, Fast Food",200,[],[],Cafes,Koramangala 5th Block
http://zomato.com/359,Address 359,Restaurant 359,Yes,Yes,2.8/5,3278,9876543259,HSR,Buffet,"Pasta, Pizza","Mughlai, Continental, Mexican",800,[],[],Cafes,JP Nagar
http://zomato.com/360,Address 360,Restaurant 360,No,No,4.8/5,822,9876543260,Marathahalli,Buffet,"Pasta, Pizza",Italian,1500,[],[],Cafes,Koramangala 5th Block
http://zomato.com/361,Address 361,Restaurant 361,Yes,No,4.0/5,3074,9876543261,JP Nagar,Buffet,"Pasta, Pizza",Continental,1000,[],[],Cafes,Indiranagar
http://zomato.com/362,Address 362,Restaurant 362,Yes,Yes,2.9/5,2981,9876543262,BTM,Bakery,"Pasta, Pizza","Continental, South Indian, Fast Food",600,[],[],Dining,Whitefield
http://zomato.com/363,Address 363,Restaurant 363,No,No,3.5/5,120,9876543263,Koramangala 5th Block,Quick Service Restaurant,"Pasta, Pizza",Mughlai,200,[],[],Other,HSR
http://zomato.com/364,Address 364,Restaurant 364,Yes,No,3.4/5,1637,9876543264,BTM,Casual Dining,"Pasta, Pizza",Italian,400,[],[],Cafes,Jayanagar
http://zomato.com/365,Address 365,Restaurant 365,Yes,No,NEW,924,9876543265,JP Nagar,Bakery,"Pasta, Pizza",Mexican,1500,[],[],Other,HSR
http://zomato.com/366,Address 366,Restaurant 366,No,Yes,NEW,644,9876543266,BTM,Casual Dining,"Pasta, Pizza","Beverages, Mughlai",1500,[],[],Dining,JP Nagar
http://zomato.com/367,Address 367,Restaurant 367,No,No,4.9/5,2032,9876543267,Marathahalli,Dessert Parlor,"Pasta, Pizza","Desserts, Continental",3000,[],[],Other,Jayanagar
http://zomato.com/368,Address 368,Restaurant 368,Yes,Yes,4.9/5,2761,9876543268,JP Nagar,Delivery,"Pasta, Pizza","Fast Food, Beverages, Mughlai",1000,[],[],Other,Koramangala 5th Block
http://zomato.com/369,Address 369,Restaurant 369,Yes,No,3.3/5,2068,9876543269,Whitefield,Casual Dining,"Pasta, Pizza","Italian, Desserts, Beverages",200,[],[],Dining,Koramangala 5th Block
http://zomato.com/370,Address 370,Restaurant 370,No,Yes,3.6/5,241,9876543270,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Mughlai, Beverages, Mexican",200,[],[],Cafes,Marathahalli
http://zomato.com/371,Address 371,Restaurant 371,No,Yes,4.1/5,2668,9876543271,JP Nagar,Cafe,"Pasta, Pizza","Mexican, South Indian",600,[],[],Other,HSR
http://zomato.com/372,Address 372,Restaurant 372,No,No,4.0/5,802,9876543272,BTM,Bakery,"Pasta, Pizza","Beverages, Mexican, North Indian",800,[],[],Other,BTM
http://zomato.com/373,Address 373,Restaurant 373,No,No,2.9/5,4164,9876543273,Whitefield,Casual Dining,"Pasta, Pizza","Fast Food, North Indian, Italian",800,[],[],Cafes,Whitefield
http://zomato.com/374,Address 374,Restaurant 374,Yes,Yes,NEW,195,9876543274,Jayanagar,Casual Dining,"Pasta, Pizza","Italian, South Indian",2000,[],[],Cafes,BTM
http://zomato.com/375,Address 375,Restaurant 375,No,Yes,3.6/5,2187,9876543275,HSR,Quick Service Restaurant,"Pasta, Pizza","Fast Food, Italian, Beverages",800,[],[],Other,Koramangala 5th Block
http://zomato.com/376,Address 376,Restaurant 376,No,No,NEW,3515,9876543276,Koramangala 5th Block,Delivery,"Pasta, Pizza","Italian, Mughlai",2000,[],[],Dining,Whitefield
http://zomato.com/377,Address 377,Restaurant 377,Yes,Yes,2.6/5,2330,9876543277,Marathahalli,Casual Dining,"Pasta, Pizza","North Indian, Fast Food, Beverages",1500,[],[],Cafes,Marathahalli
http://zomato.com/378,Address 378,Restaurant 378,No,No,5.0/5,2359,9876543278,BTM,Casual Dining,"Pasta, Pizza","Mughlai, Continental, Fast Food",1500,[],[],Cafes,JP Nagar
http://zomato.com/379,Address 379,Restaurant 379,Yes,No,2.9/5,4841,9876543279,BTM,Delivery,"Pasta, Pizza","Fast Food, Continental, Desserts",3000,[],[],Dining,Marathahalli
http://zomato.com/380,Address 380,Restaurant 380,No,No,3.3/5,3606,9876543280,HSR,Quick Service Restaurant,"Pasta, Pizza",Chinese,400,[],[],Other,Whitefield
http://zomato.com/381,Address 381,Restaurant 381,No,No,4.2/5,276,9876543281,Koramangala 5th Block,Bakery,"Pasta, Pizza",Beverages,1500,[],[],Cafes,Koramangala 5th Block
http://zomato.com/382,Address 382,Restaurant 382,No,Yes,NEW,60,9876543282,HSR,Bakery,"Pasta, Pizza","Continental, Mexican",1500,[],[],Other,Indiranagar
http://zomato.com/383,Address 383,Restaurant 383,Yes,No,5.0/5,3390,9876543283,Indiranagar,Casual Dining,"Pasta, Pizza","Continental, Chinese, Fast Food",200,[],[],Other,Whitefield
http://zomato.com/384,Address 384,Restaurant 384,Yes,Yes,4.0/5,1913,9876543284,HSR,Delivery,"Pasta, Pizza","Continental, North Indian, South Indian",400,[],[],Other,Jayanagar
http://zomato.com/385,Address 385,Restaurant 385,No,No,4.1/5,3927,9876543285,Whitefield,Casual Dining,"Pasta, Pizza","Beverages, Chinese",200,[],[],Dining,BTM
http://zomato.com/386,Address 386,Restaurant 386,Yes,Yes,3.6/5,2591,9876543286,Jayanagar,Buffet,"Pasta, Pizza","Beverages, South Indian",600,[],[],Other,Indiranagar
http://zomato.com/387,Address 387,Restaurant 387,Yes,No,4.7/5,566,9876543287,BTM,Cafe,"Pasta, Pizza","Desserts, Chinese, Mughlai",2000,[],[],Other,HSR
http://zomato.com/388,Address 388,Restaurant 388,Yes,Yes,3.0/5,3935,9876543288,HSR,Bakery,"Pasta, Pizza","North Indian, South Indian",2000,[],[],Cafes,Whitefield
http://zomato.com/389,Address 389,Restaurant 389,Yes,Yes,3.5/5,1571,9876543289,BTM,Buffet,"Pasta, Pizza",Mughlai,600,[],[],Cafes,Jayanagar
http://zomato.com/390,Address 390,Restaurant 390,Yes,No,4.3/5,4717,9876543290,JP Nagar,Dessert Parlor,"Pasta, Pizza",Mughlai,2000,[],[],Dining,BTM
http://zomato.com/391,Address 391,Restaurant 391,Yes,No,2.5/5,1200,9876543291,Koramangala 5th Block,Cafe,"Pasta, Pizza",Continental,400,[],[],Dining,HSR
http://zomato.com/392,Address 392,Restaurant 392,No,No,3.7/5,4409,9876543292,HSR,Casual Dining,"Pasta, Pizza","Mexican, Fast Food, Beverages",400,[],[],Cafes,Marathahalli
http://zomato.com/393,Address 393,Restaurant 393,No,No,NEW,2854,9876543293,Jayanagar,Quick Service Restaurant,"Pasta, Pizza",Continental,1500,[],[],Cafes,Indiranagar
http://zomato.com/394,Address 394,Restaurant 394,Yes,Yes,4.4/5,2895,9876543294,Whitefield,Bakery,"Pasta, Pizza",Desserts,2000,[],[],Dining,Whitefield
http://zomato.com/395,Address 395,Restaurant 395,No,No,3.8/5,1236,9876543295,Indiranagar,Dessert Parlor,"Pasta, Pizza","South Indian, Beverages, Desserts",600,[],[],Other,JP Nagar
http://zomato.com/396,Address 396,Restaurant 396,No,Yes,2.5/5,136,9876543296,BTM,Cafe,"Pasta, Pizza",Mughlai,1000,[],[],Dining,Marathahalli
http://zomato.com/397,Address 397,Restaurant 397,No,Yes,4.9/5,1029,9876543297,Koramangala 5th Block,Bakery,"Pasta, Pizza","North Indian, Mughlai",800,[],[],Other,Jayanagar
http://zomato.com/398,Address 398,Restaurant 398,No,No,4.9/5,2156,9876543298,Marathahalli,Delivery,"Pasta, Pizza","Fast Food, Italian, Chinese",1500,[],[],Cafes,JP Nagar
http://zomato.com/399,Address 399,Restaurant 399,Yes,Yes,2.8/5,2594,9876543299,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Chinese, Fast Food, Mughlai",800,[],[],Cafes,Koramangala 5th Block
http://zomato.com/400,Address 400,Restaurant 400,No,Yes,3.6/5,661,987654320,Marathahalli,Cafe,"Pasta, Pizza",Mexican,600,[],[],Cafes,Marathahalli
http://zomato.com/401,Address 401,Restaurant 401,No,Yes,2.7/5,2472,987654321,Jayanagar,Delivery,"Pasta, Pizza",Fast Food,2000,[],[],Other,BTM
http://zomato.com/402,Address 402,Restaurant 402,Yes,Yes,2.9/5,2677,987654322,Jayanagar,Buffet,"Pasta, Pizza","Chinese, Mughlai",2000,[],[],Dining,Marathahalli
http://zomato.com/403,Address 403,Restaurant 403,Yes,No,4.3/5,2308,987654323,Whitefield,Casual Dining,"Pasta, Pizza","Mexican, Desserts, Mughlai",800,[],[],Other,BTM
http://zomato.com/404,Address 404,Restaurant 404,No,No,3.4/5,86,987654324,Whitefield,Delivery,"Pasta, Pizza","Fast Food, Italian, Beverages",1000,[],[],Dining,Whitefield
http://zomato.com/405,Address 405,Restaurant 405,No,No,3.6/5,2512,987654325,Whitefield,Cafe,"Pasta, Pizza",Mughlai,2000,[],[],Dining,Whitefield
http://zomato.com/406,Address 406,Restaurant 406,No,No,4.7/5,2942,987654326,HSR,Cafe,"Pasta, Pizza","Desserts, Italian",1000,[],[],Dining,Jayanagar
http://zomato.com/407,Address 407,Restaurant 407,No,Yes,4.5/5,2773,987654327,JP Nagar,Buffet,"Pasta, Pizza",Fast Food,200,[],[],Cafes,Marathahalli
http://zomato.com/408,Address 408,Restaurant 408,No,Yes,4.2/5,2504,987654328,Jayanagar,Casual Dining,"Pasta, Pizza","Continental, Italian, South Indian",400,[],[],Dining,Whitefield
http://zomato.com/409,Address 409,Restaurant 409,No,No,3.1/5,3310,987654329,Koramangala 5th Block,Delivery,"Pasta, Pizza",Italian,800,[],[],Cafes,Koramangala 5th Block
http://zomato.com/410,Address 410,Restaurant 410,Yes,No,2.6/5,1700,9876543210,Marathahalli,Delivery,"Pasta, Pizza",South Indian,2000,[],[],Dining,BTM
http://zomato.com/411,Address 411,Restaurant 411,No,No,3.7/5,3670,9876543211,Whitefield,Casual Dining,"Pasta, Pizza","Fast Food, Italian, Beverages",1000,[],[],Dining,HSR
http://zomato.com/412,Address 412,Restaurant 412,No,Yes,4.1/5,2700,9876543212,HSR,Delivery,"Pasta, Pizza","Italian, Mexican, Desserts",3000,[],[],Cafes,HSR
http://zomato.com/413,Address 413,Restaurant 413,Yes,No,4.1/5,3629,9876543213,Whitefield,Bakery,"Pasta, Pizza","Desserts, Chinese, Fast Food",3000,[],[],Cafes,HSR
http://zomato.com/414,Address 414,Restaurant 414,Yes,No,2.7/5,4590,9876543214,Marathahalli,Casual Dining,"Pasta, Pizza","Beverages, Continental",2000,[],[],Other,Whitefield
http://zomato.com/415,Address 415,Restaurant 415,Yes,No,2.9/5,1647,9876543215,Marathahalli,Quick Service Restaurant,"Pasta, Pizza",Fast Food,400,[],[],Dining,Marathahalli
http://zomato.com/416,Address 416,Restaurant 416,Yes,Yes,3.8/5,3318,9876543216,BTM,Cafe,"Pasta, Pizza",Fast Food,400,[],[],Cafes,HSR
http://zomato.com/417,Address 417,Restaurant 417,No,Yes,2.6/5,3687,9876543217,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Mexican, Fast Food, Desserts",200,[],[],Other,Indiranagar
http://zomato.com/418,Address 418,Restaurant 418,No,Yes,NEW,596,9876543218,Whitefield,Bakery,"Pasta, Pizza",Chinese,400,[],[],Other,JP Nagar
http://zomato.com/419,Address 419,Restaurant 419,No,Yes,2.7/5,4545,9876543219,Marathahalli,Buffet,"Pasta, Pizza","Fast Food, Mexican",400,[],[],Cafes,Marathahalli
http://zomato.com/420,Address 420,Restaurant 420,No,Yes,NEW,484,9876543220,JP Nagar,Bakery,"Pasta, Pizza","Italian, Fast Food, Mexican",1500,[],[],Dining,BTM
http://zomato.com/421,Address 421,Restaurant 421,No,Yes,NEW,645,9876543221,JP Nagar,Dessert Parlor,"Pasta, Pizza",Fast Food,3000,[],[],Other,Koramangala 5th Block
http://zomato.com/422,Address 422,Restaurant 422,No,Yes,4.3/5,3089,9876543222,Whitefield,Dessert Parlor,"Pasta, Pizza","Fast Food, Desserts, North Indian",600,[],[],Dining,Marathahalli
http://zomato.com/423,Address 423,Restaurant 423,Yes,Yes,3.2/5,4757,9876543223,HSR,Dessert Parlor,"Pasta, Pizza",South Indian,3000,[],[],Dining,Koramangala 5th Block
http://zomato.com/424,Address 424,Restaurant 424,No,No,4.4/5,4853,9876543224,Marathahalli,Casual Dining,"Pasta, Pizza","South Indian, Continental",3000,[],[],Other,Marathahalli
http://zomato.com/425,Address 425,Restaurant 425,Yes,No,3.0/5,4384,9876543225,BTM,Delivery,"Pasta, Pizza",South Indian,2000,[],[],Cafes,HSR
http://zomato.com/426,Address 426,Restaurant 426,Yes,Yes,2.7/5,720,9876543226,Jayanagar,Bakery,"Pasta, Pizza",Mexican,3000,[],[],Dining,JP Nagar
http://zomato.com/427,Address 427,Restaurant 427,No,Yes,4.4/5,4733,9876543227,Jayanagar,Quick Service Restaurant,"Pasta, Pizza",Italian,200,[],[],Cafes,JP Nagar
http://zomato.com/428,Address 428,Restaurant 428,Yes,No,2.6/5,498,9876543228,HSR,Buffet,"Pasta, Pizza","Chinese, Beverages, Mughlai",200,[],[],Other,Koramangala 5th Block
http://zomato.com/429,Address 429,Restaurant 429,No,Yes,NEW,4729,9876543229,BTM,Quick Service Restaurant,"Pasta, Pizza","Italian, Mughlai",800,[],[],Dining,Marathahalli
http://zomato.com/430,Address 430,Restaurant 430,Yes,Yes,3.2/5,1673,9876543230,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Continental, Beverages",400,[],[],Cafes,JP Nagar
http://zomato.com/431,Address 431,Restaurant 431,No,Yes,4.1/5,3067,9876543231,BTM,Quick Service Restaurant,"Pasta, Pizza","Beverages, South Indian, Desserts",800,[],[],Cafes,Jayanagar
http://zomato.com/432,Address 432,Restaurant 432,Yes,No,3.0/5,114,9876543232,Indiranagar,Buffet,"Pasta, Pizza",Mexican,1500,[],[],Dining,Marathahalli
http://zomato.com/433,Address 433,Restaurant 433,No,No,4.0/5,2979,9876543233,Whitefield,Dessert Parlor,"Pasta, Pizza","South Indian, Beverages, Continental",3000,[],[],Cafes,JP Nagar
http://zomato.com/434,Address 434,Restaurant 434,No,No,4.1/5,4769,9876543234,Jayanagar,Quick Service Restaurant,"Pasta, Pizza","Beverages, Chinese",1000,[],[],Cafes,Indiranagar
http://zomato.com/435,Address 435,Restaurant 435,No,No,2.6/5,1736,9876543235,JP Nagar,Buffet,"Pasta, Pizza",Mughlai,400,[],[],Other,Indiranagar
http://zomato.com/436,Address 436,Restaurant 436,No,No,4.5/5,3611,9876543236,Marathahalli,Buffet,"Pasta, Pizza",Mexican,1000,[],[],Other,Jayanagar
http://zomato.com/437,Address 437,Restaurant 437,No,Yes,4.9/5,2253,9876543237,BTM,Delivery,"Pasta, Pizza","Beverages, Mughlai, Italian",3000,[],[],Cafes,JP Nagar
http://zomato.com/438,Address 438,Restaurant 438,Yes,No,4.0/5,2294,9876543238,BTM,Buffet,"Pasta, Pizza","Mughlai, Italian, North Indian",600,[],[],Cafes,Indiranagar
http://zomato.com/439,Address 439,Restaurant 439,Yes,Yes,4.5/5,3630,9876543239,Koramangala 5th Block,Dessert Parlor,"Pasta, Pizza",Mughlai,1500,[],[],Dining,HSR
http://zomato.com/440,Address 440,Restaurant 440,Yes,Yes,2.8/5,146,9876543240,HSR,Quick Service Restaurant,"Pasta, Pizza",Chinese,400,[],[],Other,Marathahalli
http://zomato.com/441,Address 441,Restaurant 441,No,No,4.8/5,3982,9876543241,Koramangala 5th Block,Buffet,"Pasta, Pizza","Chinese, Mexican, Italian",800,[],[],Dining,Whitefield
http://zomato.com/442,Address 442,Restaurant 442,Yes,No,3.4/5,3453,9876543242,Jayanagar,Casual Dining,"Pasta, Pizza",South Indian,800,[],[],Cafes,JP Nagar
http://zomato.com/443,Address 443,Restaurant 443,No,Yes,3.6/5,4507,9876543243,Koramangala 5th Block,Buffet,"Pasta, Pizza","Continental, Beverages, Mexican",400,[],[],Dining,BTM
http://zomato.com/444,Address 444,Restaurant 444,No,Yes,4.9/5,2410,9876543244,Koramangala 5th Block,Cafe,"Pasta, Pizza","Italian, Beverages, Mughlai",2000,[],[],Cafes,Jayanagar
